0,0.955,0.6025
0.01,0.955,0.6025
0.02,0.955,0.6025
0.03,0.955,0.6025
0.04,0.955,0.6025
0.05,0.955,0.6025
0.060000000000000005,0.955,0.6025
0.07,0.955,0.6025
0.08,0.955,0.6025
0.09,0.955,0.6025
0.09999999999999999,0.955,0.6025
0.10999999999999999,0.955,0.6025
0.11999999999999998,0.955,0.6025
0.12999999999999998,0.955,0.6025
0.13999999999999999,0.955,0.6025
0.15,0.955,0.6025
0.16,0.955,0.6025
0.17,0.955,0.6025
0.18000000000000002,0.955,0.6025
0.19000000000000003,0.955,0.6025
0.20000000000000004,0.955,0.6025
0.21000000000000005,0.955,0.6025
0.22000000000000006,0.955,0.6025
0.23000000000000007,0.955,0.6025
0.24000000000000007,0.955,0.6025
0.25000000000000006,0.955,0.6025
0.26000000000000006,0.955,0.6025
0.2700000000000001,0.955,0.6025
0.2800000000000001,0.955,0.6025
0.2900000000000001,0.955,0.6025
0.3000000000000001,0.955,0.6025
0.3100000000000001,0.955,0.6025
0.3200000000000001,0.955,0.6025
0.3300000000000001,0.955,0.6025
0.34000000000000014,0.955,0.6025
0.35000000000000014,0.955,0.6025
0.36000000000000015,0.955,0.6025
0.37000000000000016,0.955,0.6025
0.38000000000000017,0.955,0.6025
0.3900000000000002,0.955,0.6025
0.4000000000000002,0.955,0.6025
0.4100000000000002,0.955,0.6025
0.4200000000000002,0.955,0.6025
0.4300000000000002,0.955,0.6025
0.4400000000000002,0.955,0.6025
0.45000000000000023,0.955,0.6025
0.46000000000000024,0.955,0.6025
0.47000000000000025,0.955,0.6025
0.48000000000000026,0.955,0.6025
0.49000000000000027,0.955,0.6025
0.5000000000000002,0.955,0.6025
0.5100000000000002,0.9525,0.6
0.5200000000000002,0.9525,0.5974999999999999
0.5300000000000002,0.9525,0.595
0.5400000000000003,0.95,0.595
0.5500000000000003,0.95,0.595
0.5600000000000003,0.95,0.595
0.5700000000000003,0.9475,0.595
0.5800000000000003,0.9425,0.595
0.5900000000000003,0.9375,0.595
0.6000000000000003,0.9375,0.595
0.6100000000000003,0.9375,0.595
0.6200000000000003,0.935,0.595
0.6300000000000003,0.93,0.5900000000000001
0.6400000000000003,0.925,0.585
0.6500000000000004,0.9225,0.5800000000000001
0.6600000000000004,0.9175,0.5775
0.6700000000000004,0.915,0.5725
0.6800000000000004,0.905,0.565
0.6900000000000004,0.9025,0.5575
0.7000000000000004,0.8925,0.5475
0.7100000000000004,0.885,0.5375
0.7200000000000004,0.8775,0.5275000000000001
0.7300000000000004,0.8675,0.52
0.7400000000000004,0.8475,0.48750000000000004
0.7500000000000004,0.6925,0.18000000000000005
0.7600000000000005,0.605,0.12
0.7700000000000005,0.56,0.09250000000000003
0.7800000000000005,0.5275,0.07750000000000001
0.7900000000000005,0.475,0.06999999999999995
0.8000000000000005,0.445,0.06000000000000005
0.8100000000000005,0.42,0.050000000000000044
0.8200000000000005,0.395,0.04500000000000004
0.8300000000000005,0.3675,0.04249999999999998
0.8400000000000005,0.345,0.030000000000000027
0.8500000000000005,0.325,0.02749999999999997
0.8600000000000005,0.315,0.020000000000000018
0.8700000000000006,0.3025,0.01749999999999996
0.8800000000000006,0.2725,0.015000000000000013
0.8900000000000006,0.2475,0.015000000000000013
0.9000000000000006,0.2425,0.015000000000000013
0.9100000000000006,0.2125,0.015000000000000013
0.9200000000000006,0.19,0.010000000000000009
0.9300000000000006,0.175,0.007499999999999951
0.9400000000000006,0.155,0.007499999999999951
0.9500000000000006,0.135,0.007499999999999951
0.9600000000000006,0.1175,0.007499999999999951
0.9700000000000006,0.1,0.007499999999999951
0.9800000000000006,0.08,0.007499999999999951
0.9900000000000007,0.06,0.0024999999999999467
